"id","property_code","property_serial","offer_type","title","description","property_type","location","allocation_status","assigned_to","price","created_at","image","land_area","builtup_area","floor_area","no_of_floors","bedrooms","bedrooms_ac","bedrooms_non_ac","bathrooms","parking_spaces","built_year","furnishing_status","features","owner_id","updated_at","deleted_at","latitude","longitude","city","district","project_id","rental_yield","lease_term_months","maintenance_cost","commission_percent"
"30","RA-000001","1","rent","Elelments...............................................................................","32D","apartment","Rajagiriya","unallocated","2","380000.00","2026-03-15 19:25:57","/uploads/properties/prop_69b6bb12435d2.jpg",NULL,NULL,"1680.00","35","3","3",NULL,"3","2","2019","fully_furnished","[""swimming_pool"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""hot_water_solar"", ""hot_water_electric"", ""main_line_water"", ""electricity_single"", ""electricity_three"", ""fire_alarm""]","18","2026-05-18 20:01:01",NULL,NULL,NULL,"Rajagiriya","Colombo",NULL,NULL,NULL,NULL,NULL
"31","RA-000002","2","rent","CCC 2 bedrooms rent colombo 2","27th floor type 03","apartment","Colombo 2","unallocated","2","650000.00","2026-03-15 19:48:56","/uploads/properties/prop_69b6bfd04a183.jpeg",NULL,NULL,"1100.00","47","2","2",NULL,"2","1","2020",NULL,"[""swimming_pool"", ""roof_garden"", ""bbq_area"", ""pool_bar"", ""hot_water_solar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""fire_alarm""]","19","2026-04-22 10:25:48",NULL,NULL,NULL,"Colombo 2","Colombo",NULL,NULL,"12",NULL,NULL
"32","RA-000003","3","rent","Cinnamon life 2 bedrooms rent","27th floor type 5","apartment","Colombo 2","unallocated","2","600000.00","2026-03-15 20:02:22","/uploads/properties/prop_69b6c2f65a403.jpg",NULL,NULL,"1267.00","45","2","2",NULL,"2","1","2024",NULL,"[""swimming_pool"", ""roof_garden"", ""bbq_area"", ""pool_bar"", ""hot_water_solar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three""]","21","2026-04-22 10:25:48",NULL,NULL,NULL,"Colombo 2","Colombo",NULL,NULL,"12",NULL,NULL
"33","RA-000004","4","rent","Cinnamon life residence 2 bedrooms Colombo 2 rent","Residence tower 28th floor type 1 for rent","apartment","Colombo 2","unallocated","2","600000.00","2026-03-15 20:08:42","/uploads/properties/prop_69b6c472126e2.jpg",NULL,NULL,"1267.00","45","2","2",NULL,"2","1","2024","fully_furnished","[""swimming_pool"", ""roof_garden"", ""bbq_area"", ""pool_bar"", ""hot_water_solar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three""]","22","2026-04-22 10:25:48",NULL,NULL,NULL,"Colombo 2","Colombo",NULL,NULL,"12",NULL,NULL
"34","RA-000005","5","rent","Cinnamon life 2 bedrooms Residence Colombo 2 rent","9th floor rent","apartment","Colombo 2","unallocated","2","530000.00","2026-03-15 20:25:40","/uploads/properties/prop_69b6c86c3ea81.jpg",NULL,NULL,"1267.00","45","2","2",NULL,"2","1","2024","fully_furnished","[""swimming_pool"", ""roof_garden"", ""bbq_area"", ""pool_bar"", ""hot_water_solar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three""]","23","2026-04-22 10:25:48",NULL,NULL,NULL,"Colombo 2","Colombo",NULL,NULL,"12",NULL,NULL
"35","RA-000006","6","rent","Altair 3bedrooms Colombo 2 rent","2oth floor F type","apartment","Colombo 2","unallocated","2","600000.00","2026-03-15 20:38:47","/uploads/properties/prop_69b6cb7e9cfd7.jpg",NULL,NULL,"1468.00","65","3","3",NULL,"2","1","2021","fully_furnished","[""swimming_pool"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""pool_bar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""fire_alarm""]","24","2026-04-22 10:25:48",NULL,NULL,NULL,"Colombo 2","Colombo",NULL,NULL,NULL,NULL,NULL
"36","RA-000007","7","rent","Clearpoint 3 bedrooms Rajagiriya Rent","27th floor A type apartment","apartment","Rajagiriya","unallocated","2","775000.00","2026-03-15 20:49:57","/uploads/properties/prop_69b6ce1d99b18.jpeg",NULL,NULL,"2400.00",NULL,"3","3",NULL,"3","2","2017","fully_furnished","[""swimming_pool"", ""sauna"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""pool_bar"", ""hot_water_solar"", ""main_line_water"", ""electricity_three"", ""solar_power""]","25","2026-04-22 10:25:48",NULL,NULL,NULL,"Rajagiriya","Colombo",NULL,NULL,NULL,NULL,NULL
"37","RA-000008","8","rent","Capital Heights 2 bedrooms rent Rajagiriya","30D2 Capital heights 2 bedrooms rent","apartment","Rajagiriya","unallocated","2","320000.00","2026-03-15 21:15:32","/uploads/properties/prop_69b6d41c2de4f.jpeg",NULL,NULL,"1180.00",NULL,"2","2",NULL,"2","1",NULL,"fully_furnished","[""swimming_pool"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""pool_bar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three""]","26","2026-04-22 10:25:48",NULL,NULL,NULL,"Rajagiriya","Colombo",NULL,NULL,NULL,NULL,NULL
"38","RA-000009","9","rent","Iconic Galaxy 2 bedrooms Rajagiriya - Rent","16th floor 12 type 2 bedrooms apartment rent","apartment","Rajagiriya","unallocated","2","330000.00","2026-03-15 21:34:17","/uploads/properties/prop_69b6d880bfae1.jpg",NULL,NULL,"1205.00","33","2","2",NULL,"2","1","2020","fully_furnished","[""swimming_pool"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""hot_water_electric"", ""main_line_water"", ""electricity_three""]","27","2026-04-22 10:25:48",NULL,NULL,NULL,"Rajagiriya","Colombo",NULL,NULL,NULL,NULL,NULL
"39","RA-000010","10","rent","Iconic Galaxy 2 bedrooms Rajagiriya rent","12th floor Iconic galaxy","apartment","Rajagiriya","unallocated","2","350000.00","2026-03-15 21:39:09","/uploads/properties/prop_69b6d9a51a15a.jpg",NULL,NULL,"1205.00","33","2","2",NULL,"2","1","2020","fully_furnished","[""swimming_pool"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""pool_bar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""fire_alarm""]","28","2026-04-22 10:25:48",NULL,NULL,NULL,"Rajagiriya","Colombo","13",NULL,NULL,NULL,NULL
"40","RA-000011","11","rent","4 bedrooms Elements Rent - Rajagiriya","23rd floor C type","apartment","Rajagiriya","unallocated","2","425000.00","2026-03-17 04:36:55","/uploads/properties/prop_69b88d0ee6fae.jpg",NULL,NULL,"2150.00","35","4","4",NULL,"4","2","2019","unfurnished","[""swimming_pool"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""hot_water_electric"", ""main_line_water"", ""electricity_three""]","32","2026-04-22 10:25:48",NULL,NULL,NULL,"Rajagiriya","Colombo",NULL,NULL,NULL,NULL,NULL
"41","RA-000012","12","rent","Clearpoint 3 bedrooms Rent - Rajagiriya","43rd floor Adamas peak view furnished apartment with 3 bedrooms and 2.5 washrooms","apartment","Rajagiriya","unallocated","2","500000.00","2026-03-17 04:49:21","/uploads/properties/prop_69b88ff951639.jpg",NULL,NULL,"2400.00","46","3","3",NULL,"3","2","2017","fully_furnished","[""swimming_pool"", ""sauna"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""solar_power"", ""fire_alarm""]","33","2026-04-22 10:25:48",NULL,NULL,NULL,"Rajagiriya","Colombo",NULL,NULL,NULL,NULL,NULL
"42","RA-000013","13","rent","Clearpoint 3 bedrooms Rent - Rajagiriya","Higher 25th  floor D type apartment","apartment","Rajagiriya","unallocated","2","525000.00","2026-03-17 04:58:32","/uploads/properties/prop_69b8921fd340f.jpg",NULL,NULL,"2400.00","46","3","3","0","3","2","2017","fully_furnished","[""swimming_pool"", ""sauna"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""hot_water_solar"", ""main_line_water"", ""electricity_three"", ""solar_power"", ""fire_alarm""]","34","2026-04-22 10:25:48",NULL,NULL,NULL,"Rajagiriya","Colombo",NULL,NULL,NULL,"75000.00",NULL
"43","RA-000014","14","rent","Clearpoint 3 bedrooms Rent - Rajagiriya","35th floor B type furnished apartment","apartment","Rajagiriya","unallocated","2","625000.00","2026-03-17 05:08:50","/uploads/properties/prop_69b894898faee.jpg",NULL,NULL,"2400.00","46","3","3","0","3","2","2017","fully_furnished","[""swimming_pool"", ""sauna"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""pool_bar"", ""hot_water_solar"", ""main_line_water"", ""electricity_three"", ""solar_power"", ""fire_alarm""]","35","2026-04-22 10:25:48",NULL,NULL,NULL,"Rajagiriya","Colombo",NULL,NULL,NULL,"75000.00",NULL
"44","RA-000015","15","rent","Clearpoint 3 bedrooms rent - Rajagiriya","7th floor B type apartment","apartment","Rajagiriya","unallocated","2","425000.00","2026-03-17 05:14:59","/uploads/properties/prop_69b895fb9c300.jpeg",NULL,NULL,"2400.00","46","3","3","0","3","2","2017","fully_furnished","[""swimming_pool"", ""sauna"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""hot_water_solar"", ""main_line_water"", ""electricity_three"", ""solar_power"", ""fire_alarm""]","36","2026-04-22 10:25:48",NULL,NULL,NULL,"Rajagiriya","Colombo",NULL,NULL,NULL,"75000.00",NULL
"45","RA-000016","16","rent","Clearpoint 3 bedrooms apartment Rent - Rajagiriya","14th floor A type Apartment","apartment","Rajagiriya","unallocated","2","500000.00","2026-03-17 05:22:37","/uploads/properties/prop_69b897c544c54.jpg",NULL,NULL,"2400.00","46","3","3","0","3","2","2017","fully_furnished","[""swimming_pool"", ""sauna"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""hot_water_solar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""solar_power"", ""fire_alarm""]","37","2026-04-22 10:25:48",NULL,NULL,NULL,"Rajagiriya","Colombo",NULL,NULL,NULL,"75000.00",NULL
"46","RA-000017","17","rent","Clearpoint 3 bedrooms Rent - Rajagiriya","35th floor A type Apartment","apartment","Rajagiriya","unallocated","2","525000.00","2026-03-17 05:31:37","/uploads/properties/prop_69b899e1300e3.jpg",NULL,NULL,"2400.00","46","3","3","0","3","2","2017","fully_furnished","[""swimming_pool"", ""sauna"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""hot_water_solar"", ""main_line_water"", ""electricity_three"", ""solar_power""]","38","2026-04-22 10:25:48",NULL,NULL,NULL,"Rajagiriya","Colombo",NULL,NULL,NULL,"75000.00",NULL
"47","RA-000018","18","rent","Clearpoint 3 bedrooms Rent - Rajagiriya","27th floor D type apartment","apartment","Rajagiriya","unallocated","2","525000.00","2026-03-17 05:42:59","/uploads/properties/prop_69b89c8a9431b.jpg",NULL,NULL,"2400.00","46","3","3","0","3","2","2017","fully_furnished","[""swimming_pool"", ""sauna"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""pool_bar"", ""hot_water_solar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""solar_power""]","39","2026-04-22 10:25:48",NULL,NULL,NULL,"Rajagiriya","Colombo",NULL,NULL,NULL,"75000.00",NULL
"48","RA-000019","19","rent","Clearpoint 3 bedrooms rent - Rajagiriya","7 B apartment furnished","apartment","Rajagiriya","unallocated","2","525000.00","2026-03-17 05:47:52","/uploads/properties/prop_69b89db09ad31.jpeg",NULL,NULL,"2400.00","46","3","3","0","3","2","2017","fully_furnished","[""swimming_pool"", ""sauna"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""main_line_water"", ""electricity_three"", ""solar_power"", ""fire_alarm""]","40","2026-04-22 10:25:48",NULL,NULL,NULL,"Rajagiriya","Colombo",NULL,NULL,NULL,"75000.00",NULL
"49","RA-000020","20","rent","Clearpoint 3 bedrooms rent - Rajagiriya","31st  floor A type unfurnished apartment rent","apartment","Rajagiriya","unallocated","2","400000.00","2026-03-17 05:52:22","/uploads/properties/prop_69b89ebe81369.jpeg",NULL,NULL,"2400.00","46","3","3","0","3","2","2017","unfurnished","[""swimming_pool"", ""sauna"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""pool_bar"", ""hot_water_solar"", ""main_line_water"", ""electricity_three"", ""solar_power""]","41","2026-04-22 10:25:48",NULL,NULL,NULL,"Rajagiriya","Colombo",NULL,NULL,NULL,"75000.00",NULL
"50","RA-000021","21","rent","Luna Tower 2 bedrooms apartment Rent - Colombo 2","Higher floor furnished apartment at Luna Tower","apartment","Colombo 2","unallocated","2","325000.00","2026-03-19 14:04:37","/uploads/properties/prop_69bbb51cafb3b.jpg",NULL,NULL,"1001.00","44","2","2","1","2","1","2022",NULL,"[""swimming_pool"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""pool_bar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""fire_alarm""]","60","2026-04-22 10:25:48",NULL,NULL,NULL,"Colombo 2","Colombo 2",NULL,NULL,NULL,NULL,NULL
"51","RA-000022","22","rent","Luna Tower 2 bedrooms Rent - Colombo 2","Luna 849sqft furnished apartment on 26th floor","apartment","Colombo 2","unallocated","2","350000.00","2026-03-19 14:10:33","/uploads/properties/prop_69bbb681409cd.jpg",NULL,NULL,"849.00","44","2","2","1","2","1","2022","fully_furnished","[""swimming_pool"", ""sauna"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""pool_bar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three""]","61","2026-04-22 10:25:48",NULL,NULL,NULL,"Colombo 2","Colombo 2",NULL,NULL,NULL,NULL,NULL
"53","RA-000023","23","rent","Fairmount 3 bedrooms rent - Rajagiriya","18th floor Furnished apartment - 18 D","apartment","Rajagiriya","unallocated","2","250000.00","2026-03-19 14:25:26","/uploads/properties/prop_69bbb9fe8f573.jpg",NULL,NULL,"1580.00","30","3","3","3","3","1","2010","fully_furnished","[""swimming_pool"", ""sauna"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""pool_bar"", ""hot_water_solar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three""]","63","2026-04-22 10:25:48",NULL,NULL,NULL,"Rajagiriya","Colombo",NULL,NULL,NULL,NULL,NULL
"54","RA-000024","24","rent","Fairmount 3 bedrooms rent -Rajagiriya","Fairmount 21A","apartment","Rajagiriya","unallocated","2","250000.00","2026-03-19 14:38:54","/uploads/properties/prop_69bbbd26e4572.jpg",NULL,NULL,"1580.00","30","3","3","3","3","1","2010","fully_furnished","[""swimming_pool"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""hot_water_solar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three""]","64","2026-04-22 10:25:48",NULL,NULL,NULL,"Rajagiriya","Colombo",NULL,NULL,NULL,NULL,NULL
"55","RA-000025","25","rent","Trizen 2 bedrooms Apartment Colombo 2 - Rent","Trizen Tower 3 22 B 9","apartment","Colombo 2","unallocated","2","375000.00","2026-03-20 19:02:22","/uploads/properties/prop_69bd4c66c67d1.jpeg",NULL,NULL,"721.00","50","2","2","3","2","1","2025","fully_furnished","[""swimming_pool"", ""sauna"", ""bbq_area"", ""pool_bar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three""]","65","2026-04-22 10:25:48",NULL,NULL,NULL,"Colombo 2","Colombo",NULL,NULL,NULL,NULL,NULL
"56","RA-000026","26","rent","Trizen 2 bedrooms apartment rent - Colombo 2","Trizen 2 bedrooms 15 B3","apartment","Colombo 2","unallocated","2","310000.00","2026-03-20 19:14:56","/uploads/properties/prop_69bd4f58b509e.jpg",NULL,NULL,"721.00","50","2","2","3","1","1","2025","fully_furnished","[""swimming_pool"", ""sauna"", ""roof_garden"", ""bbq_area"", ""pool_bar"", ""hot_water_solar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three""]","66","2026-04-22 10:25:48",NULL,NULL,NULL,"Colombo 2","Colombo",NULL,NULL,NULL,NULL,NULL
"57","RA-000027","27","rent","Trizen 2 bedrooms Rent - Colombo 2","25 C4 Tower 3","apartment","Colombo 2","unallocated","2","310000.00","2026-03-20 19:28:17","/uploads/properties/prop_69bd527871219.jpg",NULL,NULL,"1041.00","50","3","2","0","2","1","2025","fully_furnished","[""swimming_pool"", ""sauna"", ""roof_garden"", ""bbq_area"", ""pool_bar"", ""hot_water_solar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three""]","67","2026-04-22 10:25:48",NULL,NULL,NULL,"Colombo 2","Colombo",NULL,NULL,NULL,NULL,NULL
"58","RA-000028","28","rent","Trizen 2 bedrooms apartment at Trizen rent - Colombo 2","Tower 3 25th floor furnished apartment B 3 type","apartment","Colombo 2","unallocated","2","430000.00","2026-03-29 13:34:55","/uploads/properties/prop_69c8dd27deb2b.jpeg",NULL,NULL,"721.00","50","2","2","0","1","1","2025","fully_furnished","[""swimming_pool"", ""bbq_area"", ""pool_bar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three""]","68","2026-04-22 10:25:48",NULL,NULL,NULL,"Colombo 2","Colombo",NULL,NULL,NULL,NULL,NULL
"60","RA-000029","29","rent","Elements 3 bedrooms Rent - Rajagiriya","Elements 12 th floor D type apartment","apartment","Rajagiriya","unallocated","2","300000.00","2026-03-29 13:58:59","/uploads/properties/prop_69c8e2cb2b579.jpg",NULL,NULL,"1680.00","33","3","3","0","2","2","2019","fully_furnished","[""swimming_pool"", ""sauna"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""hot_water_electric"", ""main_line_water"", ""electricity_three""]","70","2026-04-22 10:25:48",NULL,NULL,NULL,"Rajagiriya","Colombo",NULL,NULL,NULL,NULL,NULL
"61","RA-000030","30","rent","Elements 4 bedrooms apartment Rent - Rajagiriya","23rd floor Type C available for rent","apartment","Rajagiriya","unallocated","2","425000.00","2026-03-29 14:06:44","/uploads/properties/prop_69c8e49c9f48d.jpg",NULL,NULL,"2250.00","33","4","4","0","4","2","2019","unfurnished","[""swimming_pool"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""pool_bar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three""]","71","2026-04-22 10:25:48",NULL,NULL,NULL,"Rajagiriya","Colombo",NULL,NULL,NULL,NULL,NULL
"62","RA-000031","31","rent","Elements 3 bedrooms rent - Rajagiriya","33 B apartment furnished","apartment","Rajagiriya","unallocated","2","375000.00","2026-03-29 15:04:21","/uploads/properties/prop_69c8f21d6eeaf.jpg",NULL,NULL,"1700.00","34","3","3","0","2","2","2019","fully_furnished","[""swimming_pool"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""fire_alarm""]","72","2026-04-22 10:25:48",NULL,NULL,NULL,"Rajagiriya","Colombo",NULL,NULL,NULL,NULL,NULL
"63","RA-000032","32","rent","Elements 3 bedrooms Rent - Rajagiriya","16D Elements","apartment","Rajagiriya","unallocated","2","350000.00","2026-03-29 15:19:25","/uploads/properties/prop_69c8f5a5ac0c6.jpg",NULL,NULL,"1700.00","34","3","3","0","2","2","2019","semi_furnished","[""swimming_pool"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""hot_water_electric"", ""main_line_water"", ""electricity_three""]","73","2026-04-22 10:25:48",NULL,NULL,NULL,"Rajagiriya","Colombo",NULL,NULL,NULL,NULL,NULL
"64","RA-000033","33","rent","Sky gardens 4 bedrooms apartment rent - Rajagiriya","24 B","apartment","Rajagiriya","unallocated","2","430000.00","2026-03-30 19:21:55","/uploads/properties/prop_69ca7ffb3709e.jpg",NULL,NULL,"2250.00","34","4","4","0","4","2","2017",NULL,"[""swimming_pool"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""pool_bar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""solar_power"", ""fire_alarm""]","74","2026-04-22 10:25:48",NULL,NULL,NULL,"Rajagiriya","Colombo",NULL,NULL,NULL,NULL,NULL
"65","RA-000034","34","rent","Elements 4 bedrooms apartment at Rent - Rajagiriya","7 A","apartment","Rajagiriya","unallocated","2","430000.00","2026-03-30 19:47:21","/uploads/properties/prop_69ca85f0da90c.jpg",NULL,NULL,"2250.00","34","4","4","0","4","2","2019","fully_furnished","[""swimming_pool"", ""maids_room"", ""bbq_area"", ""pool_bar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""solar_power""]","75","2026-04-22 10:25:48",NULL,NULL,NULL,"Rajagiriya","Colombo",NULL,NULL,NULL,NULL,NULL
"66","RA-000035","35","rent","Sky gardens 3 bedrooms rent - Rajagiriya","9C Sky gardens","apartment","Rajagiriya","unallocated","2","325000.00","2026-03-30 20:02:33","/uploads/properties/prop_69ca8980b5251.jpg",NULL,NULL,"1450.00","34","3","3","0","3","2","2017","fully_furnished","[""swimming_pool"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""pool_bar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three""]","76","2026-04-22 10:25:48",NULL,NULL,NULL,"Rajagiriya","Colombo",NULL,NULL,NULL,NULL,NULL
"67","RA-000036","36","rent","Fairmount 3 bedrooms apaprtment Rent - Rajajgiriya","4 B Fairmount","apartment","Rajagiriya","unallocated","2","250000.00","2026-03-30 20:17:17","/uploads/properties/prop_69ca8cf568581.jpg",NULL,NULL,"1580.00","31","3","3","0","3","2","2010","fully_furnished","[""swimming_pool""]","77","2026-04-22 10:25:48",NULL,NULL,NULL,"Rajagiriya","Colombo",NULL,NULL,NULL,NULL,NULL
"69","RA-000037","37","sale","Elements 3 bedrooms apartment rent - Rajagiriya","17 D Elements","apartment","Rajagiriya","unallocated","2","300000.00","2026-03-30 20:35:41","/uploads/properties/prop_69ca91456257d.jpg",NULL,NULL,"1700.00",NULL,"3","3","0","2","2","2019","fully_furnished","[""swimming_pool""]","79","2026-04-22 10:25:48",NULL,NULL,NULL,"Rajagiriya","Colombo",NULL,NULL,NULL,NULL,NULL
"74","SA-000038","38","sale","Sky gardens 3bedrooms apartment Sale - Rajagiriya",,"apartment","Rajagiriya","unallocated","2","76500000.00","2026-04-04 15:58:22","/uploads/properties/prop_69d0e7c572c7c.jpg",NULL,NULL,"1480.00",NULL,"3","3","0","2","2","2018","fully_furnished","[""swimming_pool""]","85","2026-04-22 10:25:48",NULL,NULL,NULL,"Rajagiriya",NULL,NULL,NULL,NULL,NULL,NULL
"75","SA-000039","39","sale","Trizen 1 bedroom apartment at Sale -Colombo 2","Tower 2 , 23 A3 One bedroom apartment at Colombo 2 sale","apartment","Colombo 2","unallocated","2","58000000.00","2026-04-04 16:16:13","/uploads/properties/prop_69d0ebf5707a4.jpg",NULL,NULL,"520.00","50","1","1","0","1","1","2025","fully_furnished","[""swimming_pool"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""pool_bar"", ""hot_water_solar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""solar_power""]","86","2026-04-22 10:25:48",NULL,NULL,NULL,"Colombo 2","Colombo 2",NULL,NULL,NULL,NULL,NULL
"76","SA-000040","40","sale","Fairmount 3 bedrooms sale - Rajagiriya","4B apartment sale","apartment","Rajagiriya","unallocated","2","67000000.00","2026-04-04 16:44:39","/uploads/properties/prop_69d0f29f26528.jpg",NULL,NULL,"1580.00","33","1","1","0","1","1","2025","fully_furnished","[""swimming_pool"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""pool_bar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three""]","87","2026-04-22 10:25:48",NULL,NULL,NULL,"Rajagiriya","Colombo",NULL,NULL,NULL,NULL,NULL
"77","RA-000041","41","rent","Sky gardens 3 bedrooms rent","25 B unfurnished 4 bedrooms converted to 3 bedrooms","apartment","Rajagiriya","unallocated","2","430000.00","2026-04-04 18:01:29","/uploads/properties/prop_69d104a1bd148.jpeg",NULL,NULL,"2250.00","33","3","3","0","3","2","2017","unfurnished","[""swimming_pool"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""fire_alarm""]","88","2026-04-22 10:25:48",NULL,NULL,NULL,"Rajagiriya","Colombo",NULL,NULL,NULL,NULL,NULL
"78","RA-000042","42","rent","Sky gardens 3 bedrooms rent - Rajagiriya","25 B unfurnished 4 bedrooms converted to 3 bedrooms","apartment","Rajagiriya","unallocated","2","430000.00","2026-04-04 18:01:32","/uploads/properties/prop_69d104a4eb760.jpeg",NULL,NULL,"2250.00","33","3","3","0","3","2","2017","unfurnished","[""swimming_pool"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""fire_alarm""]","89","2026-04-22 10:25:48","2026-04-04 18:01:48",NULL,NULL,"Rajagiriya","Colombo",NULL,NULL,NULL,NULL,NULL
"79","RA-000043","43","rent","Altair 3 bedrooms rent - Colombo 2","F type apartment at Altair for rent furnished","apartment","Colombo 2","unallocated","2","600000.00","2026-04-05 02:42:09","/uploads/properties/prop_69d17ea9493f3.jpeg",NULL,NULL,"1486.00","65","3","3","0","3","1","2022","fully_furnished","[""swimming_pool"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""pool_bar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three""]","92","2026-04-22 10:25:48",NULL,NULL,NULL,"Colombo 2","Colombo",NULL,NULL,NULL,NULL,NULL
"80","SA-000044","44","sale","Marina Square 2 bedrooms for sale - Colombo 1","22nd  floor 2 bedrooms for sale","apartment","Colombo 1","unallocated","2","57000000.00","2026-04-05 02:53:09","/uploads/properties/prop_69d1813d6d43c.jpeg",NULL,NULL,"904.00","36","2","2","0","2","1","2022","unfurnished","[""swimming_pool"", ""maids_room"", ""bbq_area"", ""pool_bar"", ""hot_water_solar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three""]","93","2026-04-22 10:25:48",NULL,NULL,NULL,"Colombo 1","Colombo",NULL,NULL,NULL,NULL,NULL
"81","RA-000045","45","rent","Capital Heights 2 bedrooms Rent - Rajagiriya","29 D 2 type fully furnished unit","apartment","Rajagiriya","unallocated","2","280000.00","2026-04-05 03:11:37","/uploads/properties/prop_69d1859195baa.jpg",NULL,NULL,"1100.00","38","2","2","0","2","1","2021","fully_furnished","[""swimming_pool"", ""sauna"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""pool_bar"", ""hot_water_solar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""solar_power""]","94","2026-04-22 10:25:48",NULL,NULL,NULL,"Rajagiriya","Colombo",NULL,NULL,NULL,NULL,NULL
"82","RA-000046","46","rent","Capital Heights 2 bedrooms Rent - Rajagiriya","29 D 2 type fully furnished unit","apartment","Rajagiriya","unallocated","2","280000.00","2026-04-05 03:11:40","/uploads/properties/prop_69d1859445d11.jpg",NULL,NULL,"1100.00","38","2","2","0","2","1","2021","fully_furnished","[""swimming_pool"", ""sauna"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""pool_bar"", ""hot_water_solar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""solar_power""]","95","2026-04-22 10:25:48","2026-04-05 03:59:20",NULL,NULL,"Rajagiriya","Colombo",NULL,NULL,NULL,NULL,NULL
"83","SA-000047","47","sale","Capital Heights 2 bedrooms sale - Rajagiriya","16 D 1 apartment for sale","apartment","Rajagiriya","unallocated","2","73500000.00","2026-04-05 03:29:43","/uploads/properties/prop_69d189cf7a199.jpg",NULL,NULL,"1100.00","38","2","2","0","2","1","2021","fully_furnished","[""swimming_pool"", ""sauna"", ""roof_garden"", ""maids_room"", ""bbq_area"", ""pool_bar"", ""hot_water_electric"", ""main_line_water"", ""electricity_three"", ""solar_power""]","96","2026-04-22 10:25:48",NULL,NULL,NULL,"Rajagiriya","Colombo",NULL,NULL,NULL,NULL,NULL
